"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"Kingdom"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"Species"	"Rank1"
"New.ReferenceOTU5226"	53.1920913602498	-1.49919507198985	0.52934634131262	-2.83216290542841	0.00462342870064028	0.0302908264735387	NA	NA	NA	NA	NA	NA	NA	"Unassigned"
"New.ReferenceOTU3418"	306.156600772867	-0.830108964567658	0.292603702550768	-2.83697354931327	0.00455433848450336	0.0302751517289527	NA	NA	NA	NA	NA	NA	NA	"Unassigned"
"New.ReferenceOTU1663"	11.9368959689858	-1.31844068463244	0.418135472992463	-3.15314238994549	0.00161522998468719	0.015003307944505	NA	NA	NA	NA	NA	NA	NA	"Unassigned"
"New.ReferenceOTU1414"	185.912399759971	-1.78807085274995	0.452076415028729	-3.95524029413551	7.64577645229931e-05	0.00177163562937564	NA	NA	NA	NA	NA	NA	NA	"Unassigned"
"New.ReferenceOTU5558"	7.39881010044789	-0.974096548592846	0.354912404193482	-2.74461116907544	0.00605826313205386	0.037505735878593	NA	NA	NA	NA	NA	NA	NA	"Unassigned"
"New.ReferenceOTU3314"	16.5704140710429	2.00166079717739	0.582313072133183	3.43743064163873	0.000587261099698584	0.00719728788005044	"Bacteria"	"Bacteroidetes"	"Flavobacteriia"	"Flavobacteriales"	"Flavobacteriaceae"	NA	NA	NA
"New.ReferenceOTU1432"	63.6968863310242	-1.67741299162593	0.473550902642385	-3.54220207852222	0.000396801366962187	0.00564571769484796	NA	NA	NA	NA	NA	NA	NA	"Unassigned"
"New.ReferenceOTU3660"	3127.21519317791	-0.947672740621048	0.306089599900802	-3.09606318191854	0.00196108570033479	0.0163553297230111	NA	NA	NA	NA	NA	NA	NA	"Unassigned"
"New.ReferenceOTU2257"	31.5038504033133	-0.962724973766295	0.348041232920693	-2.76612332880015	0.00567270767705513	0.0353889686622439	NA	NA	NA	NA	NA	NA	NA	"Unassigned"
"New.ReferenceOTU398"	294.07920231748	2.32088869250511	0.520423602926793	4.4596145898317	8.21071659938341e-06	0.000434230866834864	"Bacteria"	"Bacteroidetes"	"Flavobacteriia"	"Flavobacteriales"	"Flavobacteriaceae"	NA	NA	NA
"New.ReferenceOTU3526"	33.8394825722345	1.93849274339663	0.492979850860468	3.93219467289201	8.41738558392536e-05	0.00189624991904541	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"Oceanospirillaceae"	"Marinomonas"	NA	NA
"New.ReferenceOTU6124"	54.1840547042164	2.83885066297605	0.516281829416195	5.49864531584655	3.82720070503685e-08	6.69147039269696e-06	"Bacteria"	"Bacteroidetes"	"Flavobacteriia"	"Flavobacteriales"	"Flavobacteriaceae"	NA	NA	NA
"New.ReferenceOTU1830"	14.2330468353611	-1.03258371782455	0.350126995036375	-2.94916910853239	0.00318629572885523	0.0237072095055192	NA	NA	NA	NA	NA	NA	NA	"Unassigned"
"New.ReferenceOTU5027"	54.7758101043156	-0.975304531227651	0.31337384265438	-3.11227166558159	0.0018565356877777	0.016017557901997	NA	NA	NA	NA	NA	NA	NA	"Unassigned"
"New.ReferenceOTU2967"	7.79685243578693	-1.66129618967055	0.547390897854133	-3.03493572177236	0.00240586955844746	0.0191387098615311	NA	NA	NA	NA	NA	NA	NA	"Unassigned"
"New.ReferenceOTU3763"	78.4264005559805	2.3262944952693	0.518320907620718	4.48813555669178	7.18492076824184e-06	0.000434230866834864	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Phaeobacter"	NA	NA
"New.CleanUp.ReferenceOTU843416"	2.2990039043904	1.93027519677323	0.726539808422678	2.65680582728683	0.00788848640589451	0.0456968748227175	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	NA	NA	NA	NA	NA
"New.CleanUp.ReferenceOTU1332191"	7.31953737764108	2.3423373641599	0.542476921275153	4.31785624843537	1.57551983927332e-05	0.00064002257748535	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"Oceanospirillaceae"	NA	NA	NA
"New.CleanUp.ReferenceOTU1371945"	1.44000083804187	2.08632724294896	0.665872760055432	3.13322209302461	0.00172898561923726	0.0155800815244602	"Bacteria"	"Bacteroidetes"	"Flavobacteriia"	"Flavobacteriales"	"Flavobacteriaceae"	"Tenacibaculum"	NA	NA
"New.CleanUp.ReferenceOTU1516100"	3.93653208646794	1.65527158175879	0.561835283020287	2.94618659914069	0.00321718254512841	0.0237194094918104	"Bacteria"	"Bacteroidetes"	"Flavobacteriia"	"Flavobacteriales"	"Flavobacteriaceae"	NA	NA	NA
"New.CleanUp.ReferenceOTU2132015"	13.3738281827886	1.56590613513758	0.598367839798234	2.61696239501373	0.00887161144190312	0.0499210997928022	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Alteromonadales"	"Shewanellaceae"	"Shewanella"	NA	NA
"New.CleanUp.ReferenceOTU2861451"	3.57000164568108	-1.93018914161496	0.550334497103981	-3.50730174425221	0.000452675525245711	0.00592128791893987	NA	NA	NA	NA	NA	NA	NA	"Unassigned"
"New.CleanUp.ReferenceOTU3040366"	3.58962207124336	-2.06373912752357	0.666026755661607	-3.09858291724861	0.00194448549555875	0.0163553297230111	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Legionellales"	"Francisellaceae"	NA	NA	NA
"New.CleanUp.ReferenceOTU3291581"	4.3443262172399	-1.2418084625471	0.455508548499977	-2.72620232185864	0.00640677134664228	0.0393628148645976	NA	NA	NA	NA	NA	NA	NA	"Unassigned"
"New.CleanUp.ReferenceOTU3458860"	11.4792041630975	1.63231130985957	0.495870618484984	3.29180888927583	0.000995452324382884	0.0107641578009936	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"Oceanospirillaceae"	"Amphritea"	NA	NA
"New.CleanUp.ReferenceOTU4087019"	7.06717532380113	-1.83238344573503	0.5335898897333	-3.4340670259905	0.000594597149153365	0.00719728788005044	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Vibrionales"	"Pseudoalteromonadaceae"	"Pseudoalteromonas"	NA	NA
"New.CleanUp.ReferenceOTU4265072"	27.5557714390997	-1.09876666847192	0.331210716371798	-3.3174248723236	0.00090851345105613	0.0103775268845989	NA	NA	NA	NA	NA	NA	NA	"Unassigned"
"New.CleanUp.ReferenceOTU4332205"	8.2857467130128	1.76566154403901	0.496279885551753	3.55779388897856	0.00037398257486788	0.00552283635331942	"Bacteria"	"Bacteroidetes"	"Flavobacteriia"	"Flavobacteriales"	"Flavobacteriaceae"	"Tenacibaculum"	NA	NA
"New.CleanUp.ReferenceOTU4369606"	5.910581592014	1.47028228159323	0.504166372359589	2.91626407908175	0.00354250521265821	0.0247669976505673	"Bacteria"	"Bacteroidetes"	"Flavobacteriia"	"Flavobacteriales"	"Flavobacteriaceae"	NA	NA	NA
"New.CleanUp.ReferenceOTU4396117"	6.63844521554397	-1.4329700486171	0.43446194232919	-3.2982636889547	0.000972847282904335	0.0106618803572353	NA	NA	NA	NA	NA	NA	NA	"Unassigned"
"New.CleanUp.ReferenceOTU4499170"	134.060768393456	-0.983477061422185	0.288564102022938	-3.40817535697495	0.00065398852586824	0.00768673470259627	NA	NA	NA	NA	NA	NA	NA	"Unassigned"
"New.CleanUp.ReferenceOTU4540008"	49.4484294091438	-0.877090261773745	0.294796836633884	-2.97523634170819	0.00292762895965346	0.0219843248729533	NA	NA	NA	NA	NA	NA	NA	"Unassigned"
"New.CleanUp.ReferenceOTU4792861"	70.6658445640482	-0.935332831005926	0.303450458940008	-3.08232465448616	0.00205390695834697	0.0168254398304989	NA	NA	NA	NA	NA	NA	NA	"Unassigned"
"New.CleanUp.ReferenceOTU5206352"	17.2613513065792	-1.35942242352386	0.398758584570133	-3.40913644527385	0.000651688758860152	0.00768673470259627	NA	NA	NA	NA	NA	NA	NA	"Unassigned"
"New.CleanUp.ReferenceOTU5876647"	9.72000917991171	1.90868689007913	0.526895254466785	3.62251676001659	0.000291750551300458	0.00482876932866676	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"Oceanospirillaceae"	NA	NA	NA
"New.CleanUp.ReferenceOTU5924843"	18.8652923394689	1.95794508618869	0.503314392925193	3.89010350927853	0.000100201471792876	0.00208712679264992	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Alteromonadales"	NA	NA	NA	NA
"New.CleanUp.ReferenceOTU6079876"	2.10328286343388	-1.39407858128023	0.533892835265061	-2.61115806243797	0.00902361764193431	0.0499210997928022	NA	NA	NA	NA	NA	NA	NA	"Unassigned"
"New.CleanUp.ReferenceOTU6216017"	3.05556894753138	1.80503710827024	0.690981493065604	2.61227996174257	0.00899405684104839	0.0499210997928022	"Bacteria"	"Bacteroidetes"	"Flavobacteriia"	"Flavobacteriales"	"Flavobacteriaceae"	"Polaribacter"	NA	NA
